codigo_tuss,descricao,segmento,obrigatorio_medico,obrigatorio_odonto,carencia_dias,vigencia_inicio,vigencia_fim
000886,CIRURGIAS 0886,MEDICO,NAO,NAO,30,2024-01-01,
000887,INTERNACOES 0887,MEDICO,SIM,NAO,30,2024-01-01,
000888,OBSTETRICIA 0888,ODONTO,NAO,NAO,180,2024-01-01,
000889,ODONTOLOGIA 0889,MEDICO,SIM,NAO,30,2024-01-01,
000890,CONSULTAS 0890,MEDICO,NAO,SIM,30,2024-01-01,
000891,EXAMES 0891,ODONTO,SIM,NAO,30,2024-01-01,
000892,TERAPIAS 0892,MEDICO,NAO,NAO,180,2024-01-01,
000893,CIRURGIAS 0893,MEDICO,SIM,NAO,30,2024-01-01,
000894,INTERNACOES 0894,ODONTO,NAO,NAO,30,2024-01-01,
000895,OBSTETRICIA 0895,MEDICO,SIM,SIM,30,2024-01-01,
000896,ODONTOLOGIA 0896,MEDICO,NAO,NAO,180,2024-01-01,
000897,CONSULTAS 0897,ODONTO,SIM,NAO,30,2024-01-01,
000898,EXAMES 0898,MEDICO,NAO,NAO,30,2024-01-01,
000899,TERAPIAS 0899,MEDICO,SIM,NAO,30,2024-01-01,
000900,CIRURGIAS 0900,ODONTO,NAO,SIM,180,2024-01-01,
000901,INTERNACOES 0901,MEDICO,SIM,NAO,30,2024-01-01,
000902,OBSTETRICIA 0902,MEDICO,NAO,NAO,30,2024-01-01,
000903,ODONTOLOGIA 0903,ODONTO,SIM,NAO,30,2024-01-01,
000904,CONSULTAS 0904,MEDICO,NAO,NAO,180,2024-01-01,
000905,EXAMES 0905,MEDICO,SIM,SIM,30,2024-01-01,
000906,TERAPIAS 0906,ODONTO,NAO,NAO,30,2024-01-01,
000907,CIRURGIAS 0907,MEDICO,SIM,NAO,30,2024-01-01,
000908,INTERNACOES 0908,MEDICO,NAO,NAO,180,2024-01-01,
000909,OBSTETRICIA 0909,ODONTO,SIM,NAO,30,2024-01-01,
000910,ODONTOLOGIA 0910,MEDICO,NAO,SIM,30,2024-01-01,
000911,CONSULTAS 0911,MEDICO,SIM,NAO,30,2024-01-01,
000912,EXAMES 0912,ODONTO,NAO,NAO,180,2024-01-01,
000913,TERAPIAS 0913,MEDICO,SIM,NAO,30,2024-01-01,
000914,CIRURGIAS 0914,MEDICO,NAO,NAO,30,2024-01-01,
000915,INTERNACOES 0915,ODONTO,SIM,SIM,30,2024-01-01,
000916,OBSTETRICIA 0916,MEDICO,NAO,NAO,180,2024-01-01,
000917,ODONTOLOGIA 0917,MEDICO,SIM,NAO,30,2024-01-01,
000918,CONSULTAS 0918,ODONTO,NAO,NAO,30,2024-01-01,
000919,EXAMES 0919,MEDICO,SIM,NAO,30,2024-01-01,
000920,TERAPIAS 0920,MEDICO,NAO,SIM,180,2024-01-01,
000921,CIRURGIAS 0921,ODONTO,SIM,NAO,30,2024-01-01,
000922,INTERNACOES 0922,MEDICO,NAO,NAO,30,2024-01-01,
000923,OBSTETRICIA 0923,MEDICO,SIM,NAO,30,2024-01-01,
000924,ODONTOLOGIA 0924,ODONTO,NAO,NAO,180,2024-01-01,
000925,CONSULTAS 0925,MEDICO,SIM,SIM,30,2024-01-01,
000926,EXAMES 0926,MEDICO,NAO,NAO,30,2024-01-01,
000927,TERAPIAS 0927,ODONTO,SIM,NAO,30,2024-01-01,
000928,CIRURGIAS 0928,MEDICO,NAO,NAO,180,2024-01-01,
000929,INTERNACOES 0929,MEDICO,SIM,NAO,30,2024-01-01,
000930,OBSTETRICIA 0930,ODONTO,NAO,SIM,30,2024-01-01,
000931,ODONTOLOGIA 0931,MEDICO,SIM,NAO,30,2024-01-01,
000932,CONSULTAS 0932,MEDICO,NAO,NAO,180,2024-01-01,
000933,EXAMES 0933,ODONTO,SIM,NAO,30,2024-01-01,
000934,TERAPIAS 0934,MEDICO,NAO,NAO,30,2024-01-01,
000935,CIRURGIAS 0935,MEDICO,SIM,SIM,30,2024-01-01,
000936,INTERNACOES 0936,ODONTO,NAO,NAO,180,2024-01-01,
000937,OBSTETRICIA 0937,MEDICO,SIM,NAO,30,2024-01-01,
000938,ODONTOLOGIA 0938,MEDICO,NAO,NAO,30,2024-01-01,
000939,CONSULTAS 0939,ODONTO,SIM,NAO,30,2024-01-01,
000940,EXAMES 0940,MEDICO,NAO,SIM,180,2024-01-01,
000941,TERAPIAS 0941,MEDICO,SIM,NAO,30,2024-01-01,
000942,CIRURGIAS 0942,ODONTO,NAO,NAO,30,2024-01-01,
000943,INTERNACOES 0943,MEDICO,SIM,NAO,30,2024-01-01,
000944,OBSTETRICIA 0944,MEDICO,NAO,NAO,180,2024-01-01,
000945,ODONTOLOGIA 0945,ODONTO,SIM,SIM,30,2024-01-01,
000946,CONSULTAS 0946,MEDICO,NAO,NAO,30,2024-01-01,
000947,EXAMES 0947,MEDICO,SIM,NAO,30,2024-01-01,
000948,TERAPIAS 0948,ODONTO,NAO,NAO,180,2024-01-01,
000949,CIRURGIAS 0949,MEDICO,SIM,NAO,30,2024-01-01,
000950,INTERNACOES 0950,MEDICO,NAO,SIM,30,2024-01-01,
000951,OBSTETRICIA 0951,ODONTO,SIM,NAO,30,2024-01-01,
000952,ODONTOLOGIA 0952,MEDICO,NAO,NAO,180,2024-01-01,
000953,CONSULTAS 0953,MEDICO,SIM,NAO,30,2024-01-01,
000954,EXAMES 0954,ODONTO,NAO,NAO,30,2024-01-01,
000955,TERAPIAS 0955,MEDICO,SIM,SIM,30,2024-01-01,
000956,CIRURGIAS 0956,MEDICO,NAO,NAO,180,2024-01-01,
000957,INTERNACOES 0957,ODONTO,SIM,NAO,30,2024-01-01,
000958,OBSTETRICIA 0958,MEDICO,NAO,NAO,30,2024-01-01,
000959,ODONTOLOGIA 0959,MEDICO,SIM,NAO,30,2024-01-01,
000960,CONSULTAS 0960,ODONTO,NAO,SIM,180,2024-01-01,
000961,EXAMES 0961,MEDICO,SIM,NAO,30,2024-01-01,
000962,TERAPIAS 0962,MEDICO,NAO,NAO,30,2024-01-01,
000963,CIRURGIAS 0963,ODONTO,SIM,NAO,30,2024-01-01,
000964,INTERNACOES 0964,MEDICO,NAO,NAO,180,2024-01-01,
000965,OBSTETRICIA 0965,MEDICO,SIM,SIM,30,2024-01-01,
000966,ODONTOLOGIA 0966,ODONTO,NAO,NAO,30,2024-01-01,
000967,CONSULTAS 0967,MEDICO,SIM,NAO,30,2024-01-01,
000968,EXAMES 0968,MEDICO,NAO,NAO,180,2024-01-01,
000969,TERAPIAS 0969,ODONTO,SIM,NAO,30,2024-01-01,
000970,CIRURGIAS 0970,MEDICO,NAO,SIM,30,2024-01-01,
000971,INTERNACOES 0971,MEDICO,SIM,NAO,30,2024-01-01,
000972,OBSTETRICIA 0972,ODONTO,NAO,NAO,180,2024-01-01,
000973,ODONTOLOGIA 0973,MEDICO,SIM,NAO,30,2024-01-01,
000974,CONSULTAS 0974,MEDICO,NAO,NAO,30,2024-01-01,
000975,EXAMES 0975,ODONTO,SIM,SIM,30,2024-01-01,
000976,TERAPIAS 0976,MEDICO,NAO,NAO,180,2024-01-01,
000977,CIRURGIAS 0977,MEDICO,SIM,NAO,30,2024-01-01,
000978,INTERNACOES 0978,ODONTO,NAO,NAO,30,2024-01-01,
000979,OBSTETRICIA 0979,MEDICO,SIM,NAO,30,2024-01-01,
000980,ODONTOLOGIA 0980,MEDICO,NAO,SIM,180,2024-01-01,
000981,CONSULTAS 0981,ODONTO,SIM,NAO,30,2024-01-01,
000982,EXAMES 0982,MEDICO,NAO,NAO,30,2024-01-01,
000983,TERAPIAS 0983,MEDICO,SIM,NAO,30,2024-01-01,
000984,CIRURGIAS 0984,ODONTO,NAO,NAO,180,2024-01-01,
000985,INTERNACOES 0985,MEDICO,SIM,SIM,30,2024-01-01,
000986,OBSTETRICIA 0986,MEDICO,NAO,NAO,30,2024-01-01,
000987,ODONTOLOGIA 0987,ODONTO,SIM,NAO,30,2024-01-01,
000988,CONSULTAS 0988,MEDICO,NAO,NAO,180,2024-01-01,
000989,EXAMES 0989,MEDICO,SIM,NAO,30,2024-01-01,
000990,TERAPIAS 0990,ODONTO,NAO,SIM,30,2024-01-01,
000991,CIRURGIAS 0991,MEDICO,SIM,NAO,30,2024-01-01,
000992,INTERNACOES 0992,MEDICO,NAO,NAO,180,2024-01-01,
000993,OBSTETRICIA 0993,ODONTO,SIM,NAO,30,2024-01-01,
000994,ODONTOLOGIA 0994,MEDICO,NAO,NAO,30,2024-01-01,
000995,CONSULTAS 0995,MEDICO,SIM,SIM,30,2024-01-01,
000996,EXAMES 0996,ODONTO,NAO,NAO,180,2024-01-01,
000997,TERAPIAS 0997,MEDICO,SIM,NAO,30,2024-01-01,
000998,CIRURGIAS 0998,MEDICO,NAO,NAO,30,2024-01-01,
000999,INTERNACOES 0999,ODONTO,SIM,NAO,30,2024-01-01,
001000,OBSTETRICIA 1000,MEDICO,NAO,SIM,180,2024-01-01,
001001,ODONTOLOGIA 1001,MEDICO,SIM,NAO,30,2024-01-01,
001002,CONSULTAS 1002,ODONTO,NAO,NAO,30,2024-01-01,
001003,EXAMES 1003,MEDICO,SIM,NAO,30,2024-01-01,
001004,TERAPIAS 1004,MEDICO,NAO,NAO,180,2024-01-01,
001005,CIRURGIAS 1005,ODONTO,SIM,SIM,30,2024-01-01,
001006,INTERNACOES 1006,MEDICO,NAO,NAO,30,2024-01-01,
001007,OBSTETRICIA 1007,MEDICO,SIM,NAO,30,2024-01-01,
001008,ODONTOLOGIA 1008,ODONTO,NAO,NAO,180,2024-01-01,
001009,CONSULTAS 1009,MEDICO,SIM,NAO,30,2024-01-01,
001010,EXAMES 1010,MEDICO,NAO,SIM,30,2024-01-01,
001011,TERAPIAS 1011,ODONTO,SIM,NAO,30,2024-01-01,
001012,CIRURGIAS 1012,MEDICO,NAO,NAO,180,2024-01-01,
001013,INTERNACOES 1013,MEDICO,SIM,NAO,30,2024-01-01,
001014,OBSTETRICIA 1014,ODONTO,NAO,NAO,30,2024-01-01,
001015,ODONTOLOGIA 1015,MEDICO,SIM,SIM,30,2024-01-01,
001016,CONSULTAS 1016,MEDICO,NAO,NAO,180,2024-01-01,
001017,EXAMES 1017,ODONTO,SIM,NAO,30,2024-01-01,
001018,TERAPIAS 1018,MEDICO,NAO,NAO,30,2024-01-01,
001019,CIRURGIAS 1019,MEDICO,SIM,NAO,30,2024-01-01,
001020,INTERNACOES 1020,ODONTO,NAO,SIM,180,2024-01-01,
001021,OBSTETRICIA 1021,MEDICO,SIM,NAO,30,2024-01-01,
001022,ODONTOLOGIA 1022,MEDICO,NAO,NAO,30,2024-01-01,
001023,CONSULTAS 1023,ODONTO,SIM,NAO,30,2024-01-01,
001024,EXAMES 1024,MEDICO,NAO,NAO,180,2024-01-01,
001025,TERAPIAS 1025,MEDICO,SIM,SIM,30,2024-01-01,
001026,CIRURGIAS 1026,ODONTO,NAO,NAO,30,2024-01-01,
001027,INTERNACOES 1027,MEDICO,SIM,NAO,30,2024-01-01,
001028,OBSTETRICIA 1028,MEDICO,NAO,NAO,180,2024-01-01,
001029,ODONTOLOGIA 1029,ODONTO,SIM,NAO,30,2024-01-01,
001030,CONSULTAS 1030,MEDICO,NAO,SIM,30,2024-01-01,
001031,EXAMES 1031,MEDICO,SIM,NAO,30,2024-01-01,
001032,TERAPIAS 1032,ODONTO,NAO,NAO,180,2024-01-01,
001033,CIRURGIAS 1033,MEDICO,SIM,NAO,30,2024-01-01,
001034,INTERNACOES 1034,MEDICO,NAO,NAO,30,2024-01-01,
001035,OBSTETRICIA 1035,ODONTO,SIM,SIM,30,2024-01-01,
001036,ODONTOLOGIA 1036,MEDICO,NAO,NAO,180,2024-01-01,
001037,CONSULTAS 1037,MEDICO,SIM,NAO,30,2024-01-01,
001038,EXAMES 1038,ODONTO,NAO,NAO,30,2024-01-01,
001039,TERAPIAS 1039,MEDICO,SIM,NAO,30,2024-01-01,
001040,CIRURGIAS 1040,MEDICO,NAO,SIM,180,2024-01-01,
001041,INTERNACOES 1041,ODONTO,SIM,NAO,30,2024-01-01,
001042,OBSTETRICIA 1042,MEDICO,NAO,NAO,30,2024-01-01,
001043,ODONTOLOGIA 1043,MEDICO,SIM,NAO,30,2024-01-01,
001044,CONSULTAS 1044,ODONTO,NAO,NAO,180,2024-01-01,
001045,EXAMES 1045,MEDICO,SIM,SIM,30,2024-01-01,
001046,TERAPIAS 1046,MEDICO,NAO,NAO,30,2024-01-01,
001047,CIRURGIAS 1047,ODONTO,SIM,NAO,30,2024-01-01,
001048,INTERNACOES 1048,MEDICO,NAO,NAO,180,2024-01-01,
001049,OBSTETRICIA 1049,MEDICO,SIM,NAO,30,2024-01-01,
001050,ODONTOLOGIA 1050,ODONTO,NAO,SIM,30,2024-01-01,
001051,CONSULTAS 1051,MEDICO,SIM,NAO,30,2024-01-01,
001052,EXAMES 1052,MEDICO,NAO,NAO,180,2024-01-01,
001053,TERAPIAS 1053,ODONTO,SIM,NAO,30,2024-01-01,
001054,CIRURGIAS 1054,MEDICO,NAO,NAO,30,2024-01-01,
001055,INTERNACOES 1055,MEDICO,SIM,SIM,30,2024-01-01,
001056,OBSTETRICIA 1056,ODONTO,NAO,NAO,180,2024-01-01,
001057,ODONTOLOGIA 1057,MEDICO,SIM,NAO,30,2024-01-01,
001058,CONSULTAS 1058,MEDICO,NAO,NAO,30,2024-01-01,
001059,EXAMES 1059,ODONTO,SIM,NAO,30,2024-01-01,
001060,TERAPIAS 1060,MEDICO,NAO,SIM,180,2024-01-01,
001061,CIRURGIAS 1061,MEDICO,SIM,NAO,30,2024-01-01,
001062,INTERNACOES 1062,ODONTO,NAO,NAO,30,2024-01-01,
001063,OBSTETRICIA 1063,MEDICO,SIM,NAO,30,2024-01-01,
001064,ODONTOLOGIA 1064,MEDICO,NAO,NAO,180,2024-01-01,
001065,CONSULTAS 1065,ODONTO,SIM,SIM,30,2024-01-01,
001066,EXAMES 1066,MEDICO,NAO,NAO,30,2024-01-01,
001067,TERAPIAS 1067,MEDICO,SIM,NAO,30,2024-01-01,
001068,CIRURGIAS 1068,ODONTO,NAO,NAO,180,2024-01-01,
001069,INTERNACOES 1069,MEDICO,SIM,NAO,30,2024-01-01,
001070,OBSTETRICIA 1070,MEDICO,NAO,SIM,30,2024-01-01,
001071,ODONTOLOGIA 1071,ODONTO,SIM,NAO,30,2024-01-01,
001072,CONSULTAS 1072,MEDICO,NAO,NAO,180,2024-01-01,
001073,EXAMES 1073,MEDICO,SIM,NAO,30,2024-01-01,
001074,TERAPIAS 1074,ODONTO,NAO,NAO,30,2024-01-01,
001075,CIRURGIAS 1075,MEDICO,SIM,SIM,30,2024-01-01,
001076,INTERNACOES 1076,MEDICO,NAO,NAO,180,2024-01-01,
001077,OBSTETRICIA 1077,ODONTO,SIM,NAO,30,2024-01-01,
001078,ODONTOLOGIA 1078,MEDICO,NAO,NAO,30,2024-01-01,
001079,CONSULTAS 1079,MEDICO,SIM,NAO,30,2024-01-01,
001080,EXAMES 1080,ODONTO,NAO,SIM,180,2024-01-01,
001081,TERAPIAS 1081,MEDICO,SIM,NAO,30,2024-01-01,
001082,CIRURGIAS 1082,MEDICO,NAO,NAO,30,2024-01-01,
001083,INTERNACOES 1083,ODONTO,SIM,NAO,30,2024-01-01,
001084,OBSTETRICIA 1084,MEDICO,NAO,NAO,180,2024-01-01,
001085,ODONTOLOGIA 1085,MEDICO,SIM,SIM,30,2024-01-01,
001086,CONSULTAS 1086,ODONTO,NAO,NAO,30,2024-01-01,
001087,EXAMES 1087,MEDICO,SIM,NAO,30,2024-01-01,
001088,TERAPIAS 1088,MEDICO,NAO,NAO,180,2024-01-01,
001089,CIRURGIAS 1089,ODONTO,SIM,NAO,30,2024-01-01,
001090,INTERNACOES 1090,MEDICO,NAO,SIM,30,2024-01-01,
001091,OBSTETRICIA 1091,MEDICO,SIM,NAO,30,2024-01-01,
001092,ODONTOLOGIA 1092,ODONTO,NAO,NAO,180,2024-01-01,
001093,CONSULTAS 1093,MEDICO,SIM,NAO,30,2024-01-01,
001094,EXAMES 1094,MEDICO,NAO,NAO,30,2024-01-01,
001095,TERAPIAS 1095,ODONTO,SIM,SIM,30,2024-01-01,
001096,CIRURGIAS 1096,MEDICO,NAO,NAO,180,2024-01-01,
001097,INTERNACOES 1097,MEDICO,SIM,NAO,30,2024-01-01,
001098,OBSTETRICIA 1098,ODONTO,NAO,NAO,30,2024-01-01,
001099,ODONTOLOGIA 1099,MEDICO,SIM,NAO,30,2024-01-01,
001100,CONSULTAS 1100,MEDICO,NAO,SIM,180,2024-01-01,
001101,EXAMES 1101,ODONTO,SIM,NAO,30,2024-01-01,
001102,TERAPIAS 1102,MEDICO,NAO,NAO,30,2024-01-01,
001103,CIRURGIAS 1103,MEDICO,SIM,NAO,30,2024-01-01,
001104,INTERNACOES 1104,ODONTO,NAO,NAO,180,2024-01-01,
001105,OBSTETRICIA 1105,MEDICO,SIM,SIM,30,2024-01-01,
001106,ODONTOLOGIA 1106,MEDICO,NAO,NAO,30,2024-01-01,
001107,CONSULTAS 1107,ODONTO,SIM,NAO,30,2024-01-01,
001108,EXAMES 1108,MEDICO,NAO,NAO,180,2024-01-01,
001109,TERAPIAS 1109,MEDICO,SIM,NAO,30,2024-01-01,
001110,CIRURGIAS 1110,ODONTO,NAO,SIM,30,2024-01-01,
001111,INTERNACOES 1111,MEDICO,SIM,NAO,30,2024-01-01,
001112,OBSTETRICIA 1112,MEDICO,NAO,NAO,180,2024-01-01,
001113,ODONTOLOGIA 1113,ODONTO,SIM,NAO,30,2024-01-01,
001114,CONSULTAS 1114,MEDICO,NAO,NAO,30,2024-01-01,
001115,EXAMES 1115,MEDICO,SIM,SIM,30,2024-01-01,
001116,TERAPIAS 1116,ODONTO,NAO,NAO,180,2024-01-01,
001117,CIRURGIAS 1117,MEDICO,SIM,NAO,30,2024-01-01,
001118,INTERNACOES 1118,MEDICO,NAO,NAO,30,2024-01-01,
001119,OBSTETRICIA 1119,ODONTO,SIM,NAO,30,2024-01-01,
001120,ODONTOLOGIA 1120,MEDICO,NAO,SIM,180,2024-01-01,
001121,CONSULTAS 1121,MEDICO,SIM,NAO,30,2024-01-01,
001122,EXAMES 1122,ODONTO,NAO,NAO,30,2024-01-01,
001123,TERAPIAS 1123,MEDICO,SIM,NAO,30,2024-01-01,
001124,CIRURGIAS 1124,MEDICO,NAO,NAO,180,2024-01-01,
001125,INTERNACOES 1125,ODONTO,SIM,SIM,30,2024-01-01,
001126,OBSTETRICIA 1126,MEDICO,NAO,NAO,30,2024-01-01,
001127,ODONTOLOGIA 1127,MEDICO,SIM,NAO,30,2024-01-01,
001128,CONSULTAS 1128,ODONTO,NAO,NAO,180,2024-01-01,
001129,EXAMES 1129,MEDICO,SIM,NAO,30,2024-01-01,
001130,TERAPIAS 1130,MEDICO,NAO,SIM,30,2024-01-01,
001131,CIRURGIAS 1131,ODONTO,SIM,NAO,30,2024-01-01,
001132,INTERNACOES 1132,MEDICO,NAO,NAO,180,2024-01-01,
001133,OBSTETRICIA 1133,MEDICO,SIM,NAO,30,2024-01-01,
001134,ODONTOLOGIA 1134,ODONTO,NAO,NAO,30,2024-01-01,
001135,CONSULTAS 1135,MEDICO,SIM,SIM,30,2024-01-01,
001136,EXAMES 1136,MEDICO,NAO,NAO,180,2024-01-01,
001137,TERAPIAS 1137,ODONTO,SIM,NAO,30,2024-01-01,
001138,CIRURGIAS 1138,MEDICO,NAO,NAO,30,2024-01-01,
001139,INTERNACOES 1139,MEDICO,SIM,NAO,30,2024-01-01,
001140,OBSTETRICIA 1140,ODONTO,NAO,SIM,180,2024-01-01,
001141,ODONTOLOGIA 1141,MEDICO,SIM,NAO,30,2024-01-01,
001142,CONSULTAS 1142,MEDICO,NAO,NAO,30,2024-01-01,
001143,EXAMES 1143,ODONTO,SIM,NAO,30,2024-01-01,
001144,TERAPIAS 1144,MEDICO,NAO,NAO,180,2024-01-01,
001145,CIRURGIAS 1145,MEDICO,SIM,SIM,30,2024-01-01,
001146,INTERNACOES 1146,ODONTO,NAO,NAO,30,2024-01-01,
001147,OBSTETRICIA 1147,MEDICO,SIM,NAO,30,2024-01-01,
001148,ODONTOLOGIA 1148,MEDICO,NAO,NAO,180,2024-01-01,
001149,CONSULTAS 1149,ODONTO,SIM,NAO,30,2024-01-01,
001150,EXAMES 1150,MEDICO,NAO,SIM,30,2024-01-01,
001151,TERAPIAS 1151,MEDICO,SIM,NAO,30,2024-01-01,
001152,CIRURGIAS 1152,ODONTO,NAO,NAO,180,2024-01-01,
001153,INTERNACOES 1153,MEDICO,SIM,NAO,30,2024-01-01,
001154,OBSTETRICIA 1154,MEDICO,NAO,NAO,30,2024-01-01,
001155,ODONTOLOGIA 1155,ODONTO,SIM,SIM,30,2024-01-01,
001156,CONSULTAS 1156,MEDICO,NAO,NAO,180,2024-01-01,
001157,EXAMES 1157,MEDICO,SIM,NAO,30,2024-01-01,
001158,TERAPIAS 1158,ODONTO,NAO,NAO,30,2024-01-01,
001159,CIRURGIAS 1159,MEDICO,SIM,NAO,30,2024-01-01,
001160,INTERNACOES 1160,MEDICO,NAO,SIM,180,2024-01-01,
001161,OBSTETRICIA 1161,ODONTO,SIM,NAO,30,2024-01-01,
001162,ODONTOLOGIA 1162,MEDICO,NAO,NAO,30,2024-01-01,
001163,CONSULTAS 1163,MEDICO,SIM,NAO,30,2024-01-01,
001164,EXAMES 1164,ODONTO,NAO,NAO,180,2024-01-01,
001165,TERAPIAS 1165,MEDICO,SIM,SIM,30,2024-01-01,
001166,CIRURGIAS 1166,MEDICO,NAO,NAO,30,2024-01-01,
001167,INTERNACOES 1167,ODONTO,SIM,NAO,30,2024-01-01,
001168,OBSTETRICIA 1168,MEDICO,NAO,NAO,180,2024-01-01,
001169,ODONTOLOGIA 1169,MEDICO,SIM,NAO,30,2024-01-01,
001170,CONSULTAS 1170,ODONTO,NAO,SIM,30,2024-01-01,
001171,EXAMES 1171,MEDICO,SIM,NAO,30,2024-01-01,
001172,TERAPIAS 1172,MEDICO,NAO,NAO,180,2024-01-01,
001173,CIRURGIAS 1173,ODONTO,SIM,NAO,30,2024-01-01,
001174,INTERNACOES 1174,MEDICO,NAO,NAO,30,2024-01-01,
001175,OBSTETRICIA 1175,MEDICO,SIM,SIM,30,2024-01-01,
001176,ODONTOLOGIA 1176,ODONTO,NAO,NAO,180,2024-01-01,
001177,CONSULTAS 1177,MEDICO,SIM,NAO,30,2024-01-01,
001178,EXAMES 1178,MEDICO,NAO,NAO,30,2024-01-01,
001179,TERAPIAS 1179,ODONTO,SIM,NAO,30,2024-01-01,
001180,CIRURGIAS 1180,MEDICO,NAO,SIM,180,2024-01-01,
001181,INTERNACOES 1181,MEDICO,SIM,NAO,30,2024-01-01,
001182,OBSTETRICIA 1182,ODONTO,NAO,NAO,30,2024-01-01,
001183,ODONTOLOGIA 1183,MEDICO,SIM,NAO,30,2024-01-01,
001184,CONSULTAS 1184,MEDICO,NAO,NAO,180,2024-01-01,
001185,EXAMES 1185,ODONTO,SIM,SIM,30,2024-01-01,
001186,TERAPIAS 1186,MEDICO,NAO,NAO,30,2024-01-01,
001187,CIRURGIAS 1187,MEDICO,SIM,NAO,30,2024-01-01,
001188,INTERNACOES 1188,ODONTO,NAO,NAO,180,2024-01-01,
001189,OBSTETRICIA 1189,MEDICO,SIM,NAO,30,2024-01-01,
001190,ODONTOLOGIA 1190,MEDICO,NAO,SIM,30,2024-01-01,
001191,CONSULTAS 1191,ODONTO,SIM,NAO,30,2024-01-01,
001192,EXAMES 1192,MEDICO,NAO,NAO,180,2024-01-01,
001193,TERAPIAS 1193,MEDICO,SIM,NAO,30,2024-01-01,
001194,CIRURGIAS 1194,ODONTO,NAO,NAO,30,2024-01-01,
001195,INTERNACOES 1195,MEDICO,SIM,SIM,30,2024-01-01,
001196,OBSTETRICIA 1196,MEDICO,NAO,NAO,180,2024-01-01,
001197,ODONTOLOGIA 1197,ODONTO,SIM,NAO,30,2024-01-01,
001198,CONSULTAS 1198,MEDICO,NAO,NAO,30,2024-01-01,
001199,EXAMES 1199,MEDICO,SIM,NAO,30,2024-01-01,
001200,TERAPIAS 1200,ODONTO,NAO,SIM,180,2024-01-01,
001201,CIRURGIAS 1201,MEDICO,SIM,NAO,30,2024-01-01,
001202,INTERNACOES 1202,MEDICO,NAO,NAO,30,2024-01-01,
001203,OBSTETRICIA 1203,ODONTO,SIM,NAO,30,2024-01-01,
001204,ODONTOLOGIA 1204,MEDICO,NAO,NAO,180,2024-01-01,
001205,CONSULTAS 1205,MEDICO,SIM,SIM,30,2024-01-01,
001206,EXAMES 1206,ODONTO,NAO,NAO,30,2024-01-01,
001207,TERAPIAS 1207,MEDICO,SIM,NAO,30,2024-01-01,
001208,CIRURGIAS 1208,MEDICO,NAO,NAO,180,2024-01-01,
001209,INTERNACOES 1209,ODONTO,SIM,NAO,30,2024-01-01,
001210,OBSTETRICIA 1210,MEDICO,NAO,SIM,30,2024-01-01,
001211,ODONTOLOGIA 1211,MEDICO,SIM,NAO,30,2024-01-01,
001212,CONSULTAS 1212,ODONTO,NAO,NAO,180,2024-01-01,
001213,EXAMES 1213,MEDICO,SIM,NAO,30,2024-01-01,
001214,TERAPIAS 1214,MEDICO,NAO,NAO,30,2024-01-01,
001215,CIRURGIAS 1215,ODONTO,SIM,SIM,30,2024-01-01,
001216,INTERNACOES 1216,MEDICO,NAO,NAO,180,2024-01-01,
001217,OBSTETRICIA 1217,MEDICO,SIM,NAO,30,2024-01-01,
001218,ODONTOLOGIA 1218,ODONTO,NAO,NAO,30,2024-01-01,
001219,CONSULTAS 1219,MEDICO,SIM,NAO,30,2024-01-01,
001220,EXAMES 1220,MEDICO,NAO,SIM,180,2024-01-01,
001221,TERAPIAS 1221,ODONTO,SIM,NAO,30,2024-01-01,
001222,CIRURGIAS 1222,MEDICO,NAO,NAO,30,2024-01-01,
001223,INTERNACOES 1223,MEDICO,SIM,NAO,30,2024-01-01,
001224,OBSTETRICIA 1224,ODONTO,NAO,NAO,180,2024-01-01,
001225,ODONTOLOGIA 1225,MEDICO,SIM,SIM,30,2024-01-01,
001226,CONSULTAS 1226,MEDICO,NAO,NAO,30,2024-01-01,
001227,EXAMES 1227,ODONTO,SIM,NAO,30,2024-01-01,
001228,TERAPIAS 1228,MEDICO,NAO,NAO,180,2024-01-01,
001229,CIRURGIAS 1229,MEDICO,SIM,NAO,30,2024-01-01,
001230,INTERNACOES 1230,ODONTO,NAO,SIM,30,2024-01-01,
001231,OBSTETRICIA 1231,MEDICO,SIM,NAO,30,2024-01-01,
001232,ODONTOLOGIA 1232,MEDICO,NAO,NAO,180,2024-01-01,
001233,CONSULTAS 1233,ODONTO,SIM,NAO,30,2024-01-01,
001234,EXAMES 1234,MEDICO,NAO,NAO,30,2024-01-01,
001235,TERAPIAS 1235,MEDICO,SIM,SIM,30,2024-01-01,
001236,CIRURGIAS 1236,ODONTO,NAO,NAO,180,2024-01-01,
001237,INTERNACOES 1237,MEDICO,SIM,NAO,30,2024-01-01,
001238,OBSTETRICIA 1238,MEDICO,NAO,NAO,30,2024-01-01,
001239,ODONTOLOGIA 1239,ODONTO,SIM,NAO,30,2024-01-01,
001240,CONSULTAS 1240,MEDICO,NAO,SIM,180,2024-01-01,
001241,EXAMES 1241,MEDICO,SIM,NAO,30,2024-01-01,
001242,TERAPIAS 1242,ODONTO,NAO,NAO,30,2024-01-01,
001243,CIRURGIAS 1243,MEDICO,SIM,NAO,30,2024-01-01,
001244,INTERNACOES 1244,MEDICO,NAO,NAO,180,2024-01-01,
001245,OBSTETRICIA 1245,ODONTO,SIM,SIM,30,2024-01-01,
001246,ODONTOLOGIA 1246,MEDICO,NAO,NAO,30,2024-01-01,
